id,name,type1,type2,generation,hp,attack,defense,speed,legendary
15830,포켓몬15830,벌레,,1,128,82,132,110,0
15831,포켓몬15831,비행,,5,87,8,184,146,0
15832,포켓몬15832,전기,,7,169,42,24,90,0
15833,포켓몬15833,물,,7,224,81,83,176,0
15834,포켓몬15834,물,전기,5,116,142,168,77,0
15835,포켓몬15835,에스퍼,,6,84,132,119,24,0
15836,포켓몬15836,독,,1,87,139,12,99,0
15837,포켓몬15837,전기,,9,87,72,93,72,0
15838,포켓몬15838,물,,2,191,88,122,16,0
15839,포켓몬15839,물,,1,154,150,48,155,0
15840,포켓몬15840,불꽃,,9,47,53,97,98,0
15841,포켓몬15841,에스퍼,,2,25,180,178,62,0
15842,포켓몬15842,풀,,9,155,5,188,64,0
15843,포켓몬15843,비행,,3,149,114,199,81,0
15844,포켓몬15844,노말,벌레,5,245,128,204,108,0
15845,포켓몬15845,독,,5,66,89,140,89,0
15846,포켓몬15846,전기,,1,167,118,94,28,0
15847,포켓몬15847,노말,땅,5,65,78,90,15,0
15848,포켓몬15848,풀,불꽃,6,63,40,143,92,0
15849,포켓몬15849,물,,8,45,97,47,131,0
15850,포켓몬15850,독,,7,241,139,214,128,0
15851,포켓몬15851,에스퍼,,5,110,15,143,55,0
15852,포켓몬15852,벌레,,8,66,18,123,112,0
15853,포켓몬15853,전기,,7,158,162,43,52,0
15854,포켓몬15854,벌레,,8,153,54,205,51,0
15855,포켓몬15855,벌레,,4,220,108,124,96,0
15856,포켓몬15856,에스퍼,비행,3,229,145,177,94,0
15857,포켓몬15857,땅,,6,101,149,19,19,0
15858,포켓몬15858,전기,,9,95,169,159,127,1
15859,포켓몬15859,땅,,4,204,77,5,90,0
15860,포켓몬15860,벌레,,2,168,33,211,77,0
15861,포켓몬15861,에스퍼,,3,179,120,12,169,0
15862,포켓몬15862,물,,1,243,109,205,148,0
15863,포켓몬15863,독,,4,120,114,45,170,0
15864,포켓몬15864,불꽃,땅,2,211,109,157,96,0
15865,포켓몬15865,비행,,1,248,94,102,153,0
15866,포켓몬15866,전기,,3,124,149,20,149,0
15867,포켓몬15867,불꽃,,8,242,97,80,133,0
15868,포켓몬15868,불꽃,,5,228,130,90,116,0
15869,포켓몬15869,전기,,8,170,63,215,60,0
15870,포켓몬15870,비행,,2,207,18,121,31,0
15871,포켓몬15871,물,,5,115,101,52,157,0
15872,포켓몬15872,불꽃,,3,40,19,105,163,0
15873,포켓몬15873,땅,,7,55,117,18,69,0
15874,포켓몬15874,에스퍼,,3,137,172,136,119,0
15875,포켓몬15875,에스퍼,,6,198,146,51,58,0
15876,포켓몬15876,전기,,1,241,111,38,120,0
15877,포켓몬15877,에스퍼,,9,70,148,143,30,0
15878,포켓몬15878,에스퍼,,7,55,66,30,25,0
15879,포켓몬15879,독,,6,34,37,38,109,0
15880,포켓몬15880,독,,2,135,150,23,103,0
15881,포켓몬15881,노말,,7,174,79,142,129,0
15882,포켓몬15882,불꽃,독,8,80,170,144,101,0
15883,포켓몬15883,땅,비행,8,131,92,162,61,0
15884,포켓몬15884,독,에스퍼,4,107,159,222,41,0
15885,포켓몬15885,벌레,불꽃,7,43,184,52,106,0
15886,포켓몬15886,불꽃,,4,176,49,70,95,0
15887,포켓몬15887,노말,,3,184,171,166,51,0
15888,포켓몬15888,풀,,7,133,164,215,68,0
15889,포켓몬15889,비행,,6,212,159,172,81,0
15890,포켓몬15890,전기,,9,188,182,114,89,0
15891,포켓몬15891,불꽃,,7,44,23,115,65,0
15892,포켓몬15892,노말,,5,168,83,34,67,0
15893,포켓몬15893,물,벌레,4,138,182,39,113,0
15894,포켓몬15894,에스퍼,,9,55,46,128,87,0
15895,포켓몬15895,독,,7,242,21,52,13,0
15896,포켓몬15896,독,,8,121,81,123,104,0
15897,포켓몬15897,땅,물,5,108,81,138,84,0
15898,포켓몬15898,전기,노말,9,77,14,177,28,0
15899,포켓몬15899,불꽃,전기,4,87,91,176,67,0
15900,포켓몬15900,비행,불꽃,1,80,42,72,69,0
15901,포켓몬15901,전기,물,5,212,183,88,125,0
15902,포켓몬15902,에스퍼,땅,4,142,5,141,106,0
15903,포켓몬15903,물,,9,159,94,39,77,0
15904,포켓몬15904,독,,3,42,25,29,56,0
15905,포켓몬15905,풀,,6,84,44,107,153,0
15906,포켓몬15906,풀,불꽃,7,151,82,226,114,0
15907,포켓몬15907,땅,비행,7,231,27,112,147,0
15908,포켓몬15908,노말,,4,203,167,123,172,0
15909,포켓몬15909,땅,불꽃,5,32,100,170,179,0
15910,포켓몬15910,비행,물,7,79,98,222,18,0
15911,포켓몬15911,벌레,전기,7,171,20,219,66,0
15912,포켓몬15912,에스퍼,,8,142,103,65,11,0
15913,포켓몬15913,전기,불꽃,9,200,69,59,144,0
15914,포켓몬15914,물,,6,197,7,180,118,0
15915,포켓몬15915,에스퍼,,1,94,78,47,164,0
15916,포켓몬15916,풀,,5,128,30,174,23,0
15917,포켓몬15917,전기,,4,203,190,94,91,0
15918,포켓몬15918,전기,비행,6,238,166,161,53,0
15919,포켓몬15919,불꽃,,7,43,12,213,128,0
15920,포켓몬15920,독,,9,35,161,170,90,0
15921,포켓몬15921,노말,,9,213,63,120,22,0
15922,포켓몬15922,물,,7,80,36,73,169,0
15923,포켓몬15923,벌레,전기,5,56,90,193,128,0
15924,포켓몬15924,비행,,4,153,168,188,50,0
15925,포켓몬15925,노말,물,4,84,88,72,109,0
15926,포켓몬15926,독,,7,115,125,86,77,1
15927,포켓몬15927,땅,,1,175,84,77,6,0
15928,포켓몬15928,물,,6,110,159,77,40,0
15929,포켓몬15929,노말,독,8,195,153,70,62,0
15930,포켓몬15930,풀,,2,180,7,204,9,0
15931,포켓몬15931,독,,3,231,54,44,21,0
15932,포켓몬15932,물,풀,5,209,47,83,83,0
15933,포켓몬15933,노말,,8,48,131,153,52,0
15934,포켓몬15934,전기,,4,177,155,38,99,0
15935,포켓몬15935,에스퍼,불꽃,3,235,9,207,54,0
15936,포켓몬15936,에스퍼,,2,209,19,122,96,0
15937,포켓몬15937,벌레,불꽃,7,219,42,108,34,0
15938,포켓몬15938,땅,전기,3,242,47,185,54,0
15939,포켓몬15939,불꽃,,9,153,98,35,178,0
15940,포켓몬15940,전기,불꽃,6,97,177,163,39,0
15941,포켓몬15941,독,,2,120,15,59,96,0
15942,포켓몬15942,에스퍼,,7,167,126,83,81,0
15943,포켓몬15943,비행,,4,54,184,13,60,0
15944,포켓몬15944,전기,,6,88,9,149,117,0
15945,포켓몬15945,전기,불꽃,8,232,144,134,171,1
15946,포켓몬15946,땅,벌레,3,37,10,221,120,0
15947,포켓몬15947,벌레,에스퍼,3,204,57,141,111,0
15948,포켓몬15948,노말,풀,2,254,189,151,18,0
15949,포켓몬15949,독,,6,211,82,131,65,0
15950,포켓몬15950,풀,,7,97,138,33,136,0
15951,포켓몬15951,에스퍼,,5,77,31,85,125,0
15952,포켓몬15952,물,비행,3,212,26,55,50,0
15953,포켓몬15953,풀,,7,177,157,82,126,0
15954,포켓몬15954,전기,,8,140,171,125,93,0
15955,포켓몬15955,풀,,7,217,41,24,7,0
15956,포켓몬15956,땅,,2,129,177,221,129,0
15957,포켓몬15957,독,,4,250,40,203,81,0
15958,포켓몬15958,땅,풀,6,153,105,143,54,0
15959,포켓몬15959,물,,1,45,93,94,97,0
15960,포켓몬15960,불꽃,,6,215,59,135,85,0
15961,포켓몬15961,벌레,에스퍼,7,188,83,188,130,0
15962,포켓몬15962,벌레,,4,234,75,185,36,0
15963,포켓몬15963,불꽃,,6,216,141,118,160,0
15964,포켓몬15964,풀,에스퍼,7,148,120,46,106,0
15965,포켓몬15965,벌레,,2,168,122,186,83,0
15966,포켓몬15966,물,,2,212,43,23,65,0
15967,포켓몬15967,불꽃,벌레,2,236,161,56,41,0
15968,포켓몬15968,벌레,,5,38,108,108,171,0
15969,포켓몬15969,물,,2,201,90,175,110,0
15970,포켓몬15970,불꽃,에스퍼,6,45,179,26,163,0
15971,포켓몬15971,독,,5,176,107,127,35,0
15972,포켓몬15972,불꽃,,2,95,14,187,17,0
15973,포켓몬15973,독,,2,106,118,168,81,0
15974,포켓몬15974,독,,2,104,39,137,57,0
15975,포켓몬15975,독,물,7,219,161,44,51,0
15976,포켓몬15976,독,풀,2,86,31,127,108,0
15977,포켓몬15977,독,,4,59,5,28,155,1
15978,포켓몬15978,벌레,노말,6,246,158,102,130,0
15979,포켓몬15979,벌레,독,7,147,32,74,158,0
15980,포켓몬15980,전기,,7,151,83,89,129,0
15981,포켓몬15981,벌레,불꽃,3,199,93,33,176,0
15982,포켓몬15982,풀,,2,146,148,182,96,0
15983,포켓몬15983,독,전기,1,174,134,185,170,0
15984,포켓몬15984,물,,7,211,97,13,28,0
15985,포켓몬15985,벌레,,1,102,176,85,148,0
15986,포켓몬15986,벌레,,6,179,178,111,61,0
15987,포켓몬15987,비행,,4,154,120,168,51,0
15988,포켓몬15988,땅,,1,27,189,227,134,0
15989,포켓몬15989,독,,1,25,5,57,109,0
15990,포켓몬15990,독,노말,7,150,48,24,40,0
15991,포켓몬15991,땅,,8,128,85,202,58,0
15992,포켓몬15992,땅,,1,194,157,200,170,0
15993,포켓몬15993,비행,,5,230,116,86,48,0
15994,포켓몬15994,물,풀,3,193,94,116,35,0
15995,포켓몬15995,전기,독,6,222,128,116,24,0
15996,포켓몬15996,풀,,6,158,127,31,92,0
15997,포켓몬15997,전기,,3,70,82,24,136,0
15998,포켓몬15998,독,,8,89,52,70,88,0
15999,포켓몬15999,풀,,5,36,115,201,173,0
16000,포켓몬16000,비행,,2,186,81,62,126,0
16001,포켓몬16001,전기,비행,5,223,92,63,135,0
16002,포켓몬16002,풀,,5,125,102,108,129,0
16003,포켓몬16003,노말,비행,8,42,147,139,113,0
16004,포켓몬16004,벌레,,3,181,114,93,135,0
16005,포켓몬16005,비행,물,6,54,179,13,52,0
16006,포켓몬16006,독,불꽃,3,56,134,213,170,0
16007,포켓몬16007,독,,9,157,49,208,113,0
16008,포켓몬16008,풀,,4,144,37,28,125,0
16009,포켓몬16009,불꽃,전기,4,119,71,123,45,0
16010,포켓몬16010,비행,전기,3,185,178,143,38,0
16011,포켓몬16011,에스퍼,벌레,6,201,53,144,126,0
16012,포켓몬16012,풀,,3,240,164,154,32,0
16013,포켓몬16013,에스퍼,,3,216,181,76,43,0
16014,포켓몬16014,전기,,6,67,133,154,102,0
16015,포켓몬16015,벌레,,6,208,99,139,32,0
16016,포켓몬16016,노말,,4,78,182,104,91,0
16017,포켓몬16017,독,,4,29,168,65,48,0
16018,포켓몬16018,전기,에스퍼,5,209,173,25,143,0
16019,포켓몬16019,독,에스퍼,6,213,150,185,31,0
16020,포켓몬16020,전기,풀,4,152,144,225,158,0
16021,포켓몬16021,비행,,8,125,118,158,36,0
16022,포켓몬16022,물,,4,241,111,78,107,0
16023,포켓몬16023,풀,벌레,9,138,127,122,65,0
16024,포켓몬16024,비행,,5,86,148,72,169,0
16025,포켓몬16025,에스퍼,,6,148,176,138,111,0
16026,포켓몬16026,벌레,,8,178,16,116,73,0
16027,포켓몬16027,비행,,5,248,108,106,7,0
16028,포켓몬16028,독,,9,241,69,215,127,0
16029,포켓몬16029,비행,,6,124,111,191,19,0
16030,포켓몬16030,풀,,8,100,166,54,122,0
16031,포켓몬16031,에스퍼,,6,194,19,183,87,0
16032,포켓몬16032,에스퍼,,5,157,36,11,128,0
16033,포켓몬16033,땅,,7,79,146,102,155,0
16034,포켓몬16034,풀,,8,175,116,80,144,0
16035,포켓몬16035,노말,,2,49,75,197,63,0
16036,포켓몬16036,독,,2,129,119,39,40,0
16037,포켓몬16037,벌레,,3,227,179,65,158,0
16038,포켓몬16038,전기,,2,232,34,87,9,0
16039,포켓몬16039,에스퍼,,9,99,79,184,102,0
16040,포켓몬16040,비행,노말,1,95,75,19,29,0
16041,포켓몬16041,물,,6,31,130,200,149,0
16042,포켓몬16042,독,,5,134,111,11,170,0
16043,포켓몬16043,벌레,에스퍼,5,116,22,129,142,0
16044,포켓몬16044,풀,,2,80,57,126,146,0
16045,포켓몬16045,노말,비행,6,105,19,155,174,0
16046,포켓몬16046,노말,,6,57,172,87,153,0
16047,포켓몬16047,노말,,3,91,72,158,147,0
16048,포켓몬16048,벌레,물,4,252,125,72,107,0
16049,포켓몬16049,노말,,8,100,182,198,14,0
16050,포켓몬16050,물,,5,48,71,15,93,0
16051,포켓몬16051,벌레,,6,201,85,157,105,0
16052,포켓몬16052,불꽃,물,9,28,29,188,94,0
16053,포켓몬16053,불꽃,,9,113,53,105,15,0
16054,포켓몬16054,노말,,8,114,172,223,120,0
16055,포켓몬16055,불꽃,,3,87,102,95,161,0
16056,포켓몬16056,비행,에스퍼,2,253,42,41,48,0
16057,포켓몬16057,벌레,비행,8,114,20,48,46,0
16058,포켓몬16058,불꽃,,8,216,89,205,111,0
16059,포켓몬16059,풀,,4,135,119,68,49,0
16060,포켓몬16060,노말,,7,64,149,193,170,0
16061,포켓몬16061,불꽃,,9,86,10,88,100,0
16062,포켓몬16062,물,땅,3,255,159,125,7,0
16063,포켓몬16063,에스퍼,,5,168,33,63,173,0
16064,포켓몬16064,불꽃,,7,223,23,196,78,0
16065,포켓몬16065,전기,,9,252,171,117,71,0
16066,포켓몬16066,불꽃,,9,177,153,197,52,0
16067,포켓몬16067,비행,풀,3,130,77,194,41,0
16068,포켓몬16068,불꽃,,7,87,33,77,98,0
16069,포켓몬16069,땅,,4,131,140,101,17,0
16070,포켓몬16070,노말,물,6,37,65,74,93,0
16071,포켓몬16071,벌레,,5,159,136,135,124,0
16072,포켓몬16072,벌레,노말,2,44,12,195,28,0
16073,포켓몬16073,비행,불꽃,7,227,187,172,24,0
16074,포켓몬16074,땅,벌레,2,248,160,112,20,0
16075,포켓몬16075,독,,5,94,160,79,136,0
16076,포켓몬16076,풀,땅,8,113,69,73,31,0
16077,포켓몬16077,벌레,,6,154,97,44,38,0
16078,포켓몬16078,불꽃,,5,239,128,22,149,0
16079,포켓몬16079,벌레,물,9,37,166,177,140,0
16080,포켓몬16080,비행,,2,118,63,221,24,0
16081,포켓몬16081,풀,전기,4,186,149,222,172,0
16082,포켓몬16082,땅,비행,2,252,100,98,129,0
16083,포켓몬16083,비행,독,5,208,43,226,22,0
16084,포켓몬16084,땅,,2,206,85,104,153,0
16085,포켓몬16085,땅,,6,28,148,203,71,0
16086,포켓몬16086,독,,8,175,187,209,32,0
16087,포켓몬16087,땅,,8,98,106,176,84,0
16088,포켓몬16088,에스퍼,,1,75,112,166,123,0
16089,포켓몬16089,전기,땅,2,106,69,101,173,0
16090,포켓몬16090,독,,2,107,78,178,136,0
16091,포켓몬16091,땅,,3,66,7,9,115,0
16092,포켓몬16092,땅,,9,217,129,206,133,0
16093,포켓몬16093,벌레,,1,215,19,173,175,0
16094,포켓몬16094,독,,7,142,96,51,145,0
16095,포켓몬16095,비행,풀,2,200,84,49,153,0
16096,포켓몬16096,벌레,,9,107,123,167,155,0
16097,포켓몬16097,전기,,4,89,36,63,147,0
16098,포켓몬16098,전기,,2,93,11,98,75,0
16099,포켓몬16099,에스퍼,비행,5,32,36,199,144,0
16100,포켓몬16100,에스퍼,비행,4,151,178,190,134,0
16101,포켓몬16101,벌레,,4,125,25,35,145,0
16102,포켓몬16102,땅,,8,222,129,156,87,0
16103,포켓몬16103,노말,,8,254,177,162,178,0
16104,포켓몬16104,노말,전기,9,65,30,170,14,0
16105,포켓몬16105,불꽃,,3,91,190,97,8,0
16106,포켓몬16106,독,물,4,223,167,84,36,0
16107,포켓몬16107,땅,,3,148,30,23,105,0
16108,포켓몬16108,비행,,1,240,37,42,8,0
16109,포켓몬16109,벌레,독,1,138,111,51,114,0
16110,포켓몬16110,물,,3,208,93,101,35,0
16111,포켓몬16111,비행,전기,4,49,30,67,49,0
16112,포켓몬16112,에스퍼,비행,9,46,12,177,176,0
16113,포켓몬16113,벌레,불꽃,4,117,19,170,37,0
16114,포켓몬16114,벌레,,7,45,140,87,124,0
16115,포켓몬16115,노말,,3,200,183,126,89,0
16116,포켓몬16116,에스퍼,,1,152,182,27,89,0
16117,포켓몬16117,에스퍼,,1,185,12,58,24,0
16118,포켓몬16118,물,,8,82,33,104,78,0
16119,포켓몬16119,벌레,,6,114,101,59,81,0
16120,포켓몬16120,풀,,1,70,77,9,157,0
16121,포켓몬16121,에스퍼,,9,171,171,199,72,0
16122,포켓몬16122,전기,땅,9,150,122,146,87,0
16123,포켓몬16123,벌레,,9,67,63,119,24,0
16124,포켓몬16124,땅,,8,120,61,170,156,0
16125,포켓몬16125,물,,2,100,168,189,28,0
16126,포켓몬16126,물,,5,207,113,230,105,0
16127,포켓몬16127,벌레,,6,177,178,86,112,0
16128,포켓몬16128,땅,,5,79,76,43,136,0
16129,포켓몬16129,독,,3,199,33,7,49,0
16130,포켓몬16130,벌레,,8,54,42,161,54,0
16131,포켓몬16131,전기,,7,192,8,171,173,0
16132,포켓몬16132,독,,9,109,132,214,16,0
16133,포켓몬16133,노말,물,4,220,148,96,81,0
16134,포켓몬16134,노말,,9,229,32,78,121,0
16135,포켓몬16135,벌레,물,2,128,5,165,13,0
16136,포켓몬16136,풀,전기,8,147,68,185,10,0
16137,포켓몬16137,불꽃,,3,112,172,65,142,0
16138,포켓몬16138,땅,벌레,6,172,115,37,68,0
16139,포켓몬16139,비행,,9,249,40,47,14,0
16140,포켓몬16140,노말,,9,77,9,173,43,0
16141,포켓몬16141,벌레,전기,1,114,170,41,117,0
16142,포켓몬16142,노말,,2,148,151,12,49,0
16143,포켓몬16143,에스퍼,전기,8,27,122,212,132,0
16144,포켓몬16144,물,,1,159,75,74,79,0
16145,포켓몬16145,전기,,2,34,183,197,61,0
16146,포켓몬16146,벌레,,6,180,121,217,26,0
16147,포켓몬16147,물,,2,140,57,199,97,0
16148,포켓몬16148,노말,,6,231,140,222,25,0
16149,포켓몬16149,독,,6,227,121,163,49,0
16150,포켓몬16150,에스퍼,독,5,79,150,85,162,0
16151,포켓몬16151,불꽃,전기,7,130,182,47,63,0
16152,포켓몬16152,풀,독,5,102,126,92,167,0
16153,포켓몬16153,비행,,8,218,124,9,168,0
16154,포켓몬16154,독,,4,108,30,122,70,0
16155,포켓몬16155,물,,9,82,22,135,165,0
16156,포켓몬16156,물,벌레,6,51,48,187,141,0
16157,포켓몬16157,비행,,2,162,85,92,132,0
16158,포켓몬16158,비행,,5,134,57,133,172,0
16159,포켓몬16159,노말,,9,89,58,96,139,0
16160,포켓몬16160,땅,전기,2,186,131,93,7,0
16161,포켓몬16161,풀,,2,243,177,225,170,0
16162,포켓몬16162,풀,,8,169,61,179,167,0
16163,포켓몬16163,물,,6,36,170,130,120,0
16164,포켓몬16164,비행,,7,71,123,66,20,0
16165,포켓몬16165,비행,,4,68,131,39,54,0
16166,포켓몬16166,땅,,1,67,157,134,70,0
16167,포켓몬16167,풀,,3,124,29,35,68,0
16168,포켓몬16168,전기,,3,20,31,116,9,0
16169,포켓몬16169,풀,전기,1,86,70,94,180,0
16170,포켓몬16170,독,,3,72,190,183,38,0
16171,포켓몬16171,물,,1,174,21,118,66,0
16172,포켓몬16172,풀,,9,32,155,77,99,0
16173,포켓몬16173,비행,에스퍼,3,222,149,224,171,0
16174,포켓몬16174,노말,,2,115,86,228,169,0
16175,포켓몬16175,땅,,2,35,64,7,35,0
16176,포켓몬16176,불꽃,,6,209,154,159,43,0
16177,포켓몬16177,땅,,6,175,93,129,105,0
16178,포켓몬16178,전기,,6,92,173,176,6,0
16179,포켓몬16179,물,에스퍼,7,250,186,202,45,0
16180,포켓몬16180,물,,2,200,75,67,32,0
16181,포켓몬16181,에스퍼,물,5,110,11,49,91,0
16182,포켓몬16182,벌레,,9,141,187,60,140,0
16183,포켓몬16183,비행,벌레,4,46,143,134,91,0
16184,포켓몬16184,불꽃,,8,214,30,179,165,0
16185,포켓몬16185,노말,전기,9,54,136,89,77,0
16186,포켓몬16186,물,,3,138,24,91,144,0
16187,포켓몬16187,벌레,,2,214,28,138,93,0
16188,포켓몬16188,불꽃,,8,35,184,207,62,0
16189,포켓몬16189,노말,비행,5,24,107,78,100,0
16190,포켓몬16190,비행,,5,92,91,71,42,0
16191,포켓몬16191,전기,풀,5,20,36,21,165,0
16192,포켓몬16192,노말,,8,120,45,40,70,0
16193,포켓몬16193,독,,8,151,182,223,30,0
16194,포켓몬16194,풀,,1,249,77,117,133,0
16195,포켓몬16195,전기,,9,68,160,38,133,0
16196,포켓몬16196,전기,,1,75,131,85,8,0
16197,포켓몬16197,땅,,3,145,154,153,8,0
16198,포켓몬16198,에스퍼,,1,166,32,34,117,0
16199,포켓몬16199,물,,4,204,126,135,163,0
16200,포켓몬16200,풀,,2,168,83,9,153,0
16201,포켓몬16201,독,,9,103,33,66,76,0
16202,포켓몬16202,물,,5,172,38,166,151,0
16203,포켓몬16203,노말,,5,195,57,191,156,0
16204,포켓몬16204,노말,,8,253,139,13,78,0
16205,포켓몬16205,불꽃,,1,108,113,93,81,0
16206,포켓몬16206,독,벌레,7,124,167,80,100,0
16207,포켓몬16207,노말,,7,182,129,33,17,0
16208,포켓몬16208,땅,,8,35,25,135,30,0
16209,포켓몬16209,전기,노말,7,117,90,148,152,0
16210,포켓몬16210,전기,,8,41,156,121,52,0
16211,포켓몬16211,벌레,,8,215,138,204,76,0
16212,포켓몬16212,물,,2,106,101,32,22,0
16213,포켓몬16213,전기,에스퍼,5,122,61,201,120,0
16214,포켓몬16214,풀,노말,7,89,190,29,153,0
16215,포켓몬16215,풀,,2,244,97,103,84,0
16216,포켓몬16216,벌레,,2,46,155,52,31,0
16217,포켓몬16217,풀,,1,118,130,118,70,0
16218,포켓몬16218,풀,벌레,1,141,168,94,109,0
16219,포켓몬16219,불꽃,에스퍼,1,190,175,83,20,0
16220,포켓몬16220,독,,5,215,155,25,118,0
16221,포켓몬16221,비행,,7,151,25,205,91,0
16222,포켓몬16222,비행,,7,178,110,209,46,0
16223,포켓몬16223,독,,7,69,13,69,153,0
16224,포켓몬16224,독,,9,182,19,63,43,0
16225,포켓몬16225,비행,풀,7,252,83,149,13,0
16226,포켓몬16226,에스퍼,,8,166,71,28,81,0
16227,포켓몬16227,풀,,1,57,190,168,74,0
16228,포켓몬16228,에스퍼,,8,127,80,220,103,0
16229,포켓몬16229,전기,벌레,9,161,59,57,61,0
16230,포켓몬16230,독,,7,133,155,20,10,0
16231,포켓몬16231,불꽃,,8,133,186,91,135,0
16232,포켓몬16232,물,,2,157,139,201,56,0
16233,포켓몬16233,벌레,전기,9,23,109,153,99,0
16234,포켓몬16234,전기,벌레,2,253,27,130,107,0
16235,포켓몬16235,전기,불꽃,1,77,32,167,8,1
16236,포켓몬16236,독,,4,100,182,123,13,0
16237,포켓몬16237,땅,,4,40,178,154,126,0
16238,포켓몬16238,불꽃,독,1,227,101,10,34,0
16239,포켓몬16239,노말,풀,7,53,154,141,28,0
16240,포켓몬16240,비행,,7,225,37,93,73,0
16241,포켓몬16241,벌레,땅,9,31,23,86,133,0
16242,포켓몬16242,에스퍼,불꽃,5,33,134,11,156,0
16243,포켓몬16243,불꽃,비행,1,77,124,90,81,0
16244,포켓몬16244,비행,,9,34,32,90,99,0
16245,포켓몬16245,비행,,5,178,17,167,55,0
16246,포켓몬16246,벌레,,5,141,121,101,76,0
16247,포켓몬16247,전기,,3,54,131,77,86,0
16248,포켓몬16248,불꽃,,8,135,105,66,15,0
16249,포켓몬16249,벌레,비행,4,49,26,69,31,0
16250,포켓몬16250,전기,,2,140,179,59,141,0
16251,포켓몬16251,독,,3,180,135,208,88,0
16252,포켓몬16252,비행,,6,77,172,189,19,0
16253,포켓몬16253,전기,땅,8,81,31,145,7,0
16254,포켓몬16254,벌레,전기,3,157,25,229,165,0
16255,포켓몬16255,노말,,4,163,59,200,113,0
16256,포켓몬16256,비행,,2,134,165,220,159,1
16257,포켓몬16257,에스퍼,,8,103,130,123,131,0
16258,포켓몬16258,노말,,3,186,6,103,5,0
16259,포켓몬16259,풀,,1,240,19,214,163,0
16260,포켓몬16260,비행,,6,21,152,27,32,0
16261,포켓몬16261,전기,물,8,118,170,174,172,0
16262,포켓몬16262,노말,,8,211,140,200,134,0
16263,포켓몬16263,풀,물,5,241,99,127,23,0
16264,포켓몬16264,독,,3,155,6,118,48,0
16265,포켓몬16265,벌레,비행,5,130,101,186,146,0
16266,포켓몬16266,벌레,,9,87,50,166,97,0
16267,포켓몬16267,벌레,,2,41,108,204,145,0
16268,포켓몬16268,노말,,8,255,185,135,15,0
16269,포켓몬16269,비행,,5,219,167,91,138,0
16270,포켓몬16270,노말,,2,172,106,166,73,0
16271,포켓몬16271,땅,,4,174,70,39,101,0
16272,포켓몬16272,풀,,6,157,61,179,66,1
16273,포켓몬16273,전기,,2,188,184,153,55,0
16274,포켓몬16274,불꽃,,3,239,178,130,21,0
16275,포켓몬16275,노말,,4,94,83,45,58,0
16276,포켓몬16276,독,,5,61,61,222,39,0
16277,포켓몬16277,불꽃,,8,230,136,163,101,0
16278,포켓몬16278,불꽃,벌레,5,92,116,206,115,0
16279,포켓몬16279,비행,,8,26,171,129,99,0
16280,포켓몬16280,불꽃,,1,167,61,198,52,1
16281,포켓몬16281,독,,8,26,169,46,132,0
16282,포켓몬16282,땅,,2,86,159,160,138,0
16283,포켓몬16283,물,,8,174,156,153,145,0
16284,포켓몬16284,에스퍼,,1,127,181,129,167,0
16285,포켓몬16285,땅,풀,7,62,24,154,148,0
16286,포켓몬16286,불꽃,,2,31,37,16,21,0
16287,포켓몬16287,비행,,1,113,27,197,75,0
16288,포켓몬16288,벌레,,3,196,142,149,178,0
16289,포켓몬16289,노말,비행,9,97,174,34,95,0
16290,포켓몬16290,땅,,1,191,96,225,150,0
16291,포켓몬16291,풀,,6,241,110,84,24,0
16292,포켓몬16292,풀,독,6,240,142,75,122,0
16293,포켓몬16293,노말,,3,22,40,30,50,0
16294,포켓몬16294,벌레,,8,200,86,201,112,0
16295,포켓몬16295,물,,8,143,23,44,47,0
16296,포켓몬16296,풀,,8,254,171,12,19,0
16297,포켓몬16297,에스퍼,,6,183,133,39,68,0
16298,포켓몬16298,에스퍼,,2,122,19,230,33,0
16299,포켓몬16299,풀,전기,3,199,126,28,118,0
16300,포켓몬16300,독,,7,117,76,219,27,0
16301,포켓몬16301,전기,,4,28,165,158,120,0
16302,포켓몬16302,불꽃,,5,111,71,186,74,0
16303,포켓몬16303,풀,,8,78,104,21,51,0
16304,포켓몬16304,독,,3,204,108,209,54,0
16305,포켓몬16305,전기,풀,5,231,187,159,61,0
16306,포켓몬16306,땅,,4,211,160,142,90,0
16307,포켓몬16307,물,,7,32,100,113,22,0
16308,포켓몬16308,에스퍼,,4,97,21,166,21,0
16309,포켓몬16309,독,,3,165,181,187,154,0
16310,포켓몬16310,노말,,6,32,138,207,128,0
16311,포켓몬16311,벌레,,2,176,184,228,34,0
16312,포켓몬16312,전기,,3,157,8,132,160,0
16313,포켓몬16313,노말,,8,40,11,188,44,0
16314,포켓몬16314,노말,,6,240,23,153,153,0
16315,포켓몬16315,전기,,4,37,111,152,122,0
16316,포켓몬16316,노말,,3,138,151,146,144,0
16317,포켓몬16317,벌레,,2,200,133,191,48,0
16318,포켓몬16318,노말,,1,118,120,104,90,0
16319,포켓몬16319,독,전기,1,43,151,172,163,0
16320,포켓몬16320,땅,독,8,91,174,203,102,0
16321,포켓몬16321,에스퍼,,2,245,116,50,172,0
16322,포켓몬16322,노말,,9,48,85,39,35,0
16323,포켓몬16323,에스퍼,,3,65,90,227,171,0
16324,포켓몬16324,비행,,5,65,39,25,90,0
16325,포켓몬16325,풀,,8,84,73,90,89,1
16326,포켓몬16326,풀,,7,45,157,21,145,0
16327,포켓몬16327,물,,5,252,10,90,122,0
