id,name,type1,type2,generation,hp,attack,defense,speed,legendary
516,포켓몬00516,에스퍼,비행,1,248,87,198,140,0
517,포켓몬00517,풀,,4,77,182,229,93,0
518,포켓몬00518,불꽃,,5,62,21,215,16,0
519,포켓몬00519,노말,,9,172,139,91,116,0
520,포켓몬00520,물,,8,111,53,47,108,1
521,포켓몬00521,전기,,3,74,10,155,134,0
522,포켓몬00522,비행,,1,116,168,70,141,0
523,포켓몬00523,벌레,,2,187,10,17,34,0
524,포켓몬00524,독,노말,8,199,44,57,180,0
525,포켓몬00525,노말,,2,189,138,74,164,0
526,포켓몬00526,물,,2,150,189,163,35,0
527,포켓몬00527,불꽃,,4,219,72,217,138,0
528,포켓몬00528,비행,,5,61,15,145,132,0
529,포켓몬00529,땅,,1,23,176,27,33,0
530,포켓몬00530,땅,불꽃,9,39,190,190,30,0
531,포켓몬00531,전기,,5,87,123,17,30,0
532,포켓몬00532,풀,,6,225,178,85,114,0
533,포켓몬00533,불꽃,,1,22,40,174,170,0
534,포켓몬00534,비행,,5,244,28,100,92,0
535,포켓몬00535,독,,8,89,103,181,127,0
536,포켓몬00536,물,풀,3,46,111,156,128,0
537,포켓몬00537,땅,독,6,176,12,225,180,0
538,포켓몬00538,물,,8,48,110,117,16,0
539,포켓몬00539,비행,에스퍼,4,191,91,137,138,0
540,포켓몬00540,벌레,전기,8,108,174,178,169,0
541,포켓몬00541,에스퍼,,1,22,169,45,134,0
542,포켓몬00542,땅,,2,212,130,87,66,0
543,포켓몬00543,노말,전기,9,184,101,108,65,0
544,포켓몬00544,땅,,8,42,132,119,85,0
545,포켓몬00545,땅,,1,46,108,110,14,0
546,포켓몬00546,풀,,5,247,135,148,57,0
547,포켓몬00547,땅,,6,231,18,214,62,0
548,포켓몬00548,비행,,8,203,173,98,120,0
549,포켓몬00549,전기,비행,5,160,138,100,32,0
550,포켓몬00550,물,,7,47,70,161,55,0
551,포켓몬00551,독,전기,6,47,111,16,167,0
552,포켓몬00552,벌레,땅,8,188,155,134,39,0
553,포켓몬00553,풀,,1,161,115,219,154,0
554,포켓몬00554,에스퍼,,3,197,153,49,37,0
555,포켓몬00555,벌레,,6,149,103,112,160,0
556,포켓몬00556,전기,비행,5,135,39,40,110,0
557,포켓몬00557,에스퍼,,6,202,146,166,60,0
558,포켓몬00558,벌레,,6,255,177,38,171,0
559,포켓몬00559,물,,6,201,34,199,95,0
560,포켓몬00560,벌레,,7,192,141,78,113,0
561,포켓몬00561,에스퍼,독,3,33,176,19,56,0
562,포켓몬00562,물,,5,57,20,181,80,0
563,포켓몬00563,에스퍼,땅,2,177,177,194,148,0
564,포켓몬00564,에스퍼,,9,220,183,78,175,0
565,포켓몬00565,독,,6,161,18,8,69,0
566,포켓몬00566,땅,,6,213,155,144,159,0
567,포켓몬00567,전기,물,2,67,49,193,136,0
568,포켓몬00568,풀,,9,87,38,46,154,0
569,포켓몬00569,풀,,3,30,44,87,157,0
570,포켓몬00570,벌레,,5,145,151,145,96,0
571,포켓몬00571,비행,,3,153,22,206,134,0
572,포켓몬00572,에스퍼,,2,109,61,59,174,0
573,포켓몬00573,비행,벌레,9,141,148,215,171,1
574,포켓몬00574,비행,,4,30,179,87,102,0
575,포켓몬00575,불꽃,,9,205,77,11,137,0
576,포켓몬00576,비행,,9,134,129,16,80,0
577,포켓몬00577,전기,,2,44,47,202,142,0
578,포켓몬00578,불꽃,전기,7,233,31,57,142,0
579,포켓몬00579,독,,2,211,180,44,11,0
580,포켓몬00580,비행,불꽃,1,65,69,147,23,0
581,포켓몬00581,전기,,7,119,120,166,108,0
582,포켓몬00582,풀,,2,156,6,169,163,0
583,포켓몬00583,벌레,불꽃,6,148,32,79,180,0
584,포켓몬00584,불꽃,땅,7,121,174,12,126,0
585,포켓몬00585,전기,독,9,95,167,41,81,0
586,포켓몬00586,비행,,1,161,147,41,36,0
587,포켓몬00587,벌레,,9,160,26,83,58,0
588,포켓몬00588,비행,에스퍼,3,61,52,61,162,0
589,포켓몬00589,전기,벌레,1,237,145,123,170,0
590,포켓몬00590,노말,,5,45,55,190,153,0
591,포켓몬00591,비행,,4,45,77,163,22,0
592,포켓몬00592,비행,,6,177,173,83,154,0
593,포켓몬00593,벌레,,6,129,48,6,85,0
594,포켓몬00594,전기,,7,90,97,39,178,0
595,포켓몬00595,땅,,6,218,83,129,146,0
596,포켓몬00596,벌레,노말,3,248,142,55,72,0
597,포켓몬00597,불꽃,,1,237,134,166,12,0
598,포켓몬00598,벌레,,4,252,14,146,71,0
599,포켓몬00599,에스퍼,,3,113,105,62,155,0
600,포켓몬00600,노말,에스퍼,9,43,106,98,133,1
601,포켓몬00601,전기,,3,213,136,40,119,0
602,포켓몬00602,벌레,,3,208,128,96,15,0
603,포켓몬00603,땅,노말,6,79,15,176,57,0
604,포켓몬00604,비행,,8,245,16,15,171,0
605,포켓몬00605,에스퍼,,5,233,72,153,144,0
606,포켓몬00606,독,,6,170,172,218,24,0
607,포켓몬00607,독,,4,152,108,95,93,0
608,포켓몬00608,땅,,1,148,40,117,47,0
609,포켓몬00609,에스퍼,,4,58,52,45,97,0
610,포켓몬00610,불꽃,,7,227,89,189,34,0
611,포켓몬00611,땅,,3,185,110,10,67,0
612,포켓몬00612,벌레,,3,181,136,15,151,0
613,포켓몬00613,물,,9,123,158,149,168,1
614,포켓몬00614,노말,,4,134,160,125,128,0
615,포켓몬00615,독,,3,179,173,135,72,0
616,포켓몬00616,비행,,2,78,101,103,38,0
617,포켓몬00617,전기,,9,195,112,216,43,0
618,포켓몬00618,물,,1,244,141,133,35,0
619,포켓몬00619,물,,9,231,5,203,178,0
620,포켓몬00620,에스퍼,,1,198,140,114,63,0
621,포켓몬00621,땅,,7,109,155,210,152,0
622,포켓몬00622,물,전기,2,92,158,229,144,0
623,포켓몬00623,전기,풀,9,50,138,6,101,0
624,포켓몬00624,비행,,2,59,114,171,154,0
625,포켓몬00625,에스퍼,,6,176,75,179,106,0
626,포켓몬00626,독,,9,143,50,99,148,0
627,포켓몬00627,노말,,6,218,185,106,40,0
628,포켓몬00628,불꽃,,8,220,184,46,30,0
629,포켓몬00629,독,,9,177,183,180,18,0
630,포켓몬00630,풀,,3,140,158,116,27,0
631,포켓몬00631,전기,,1,205,103,107,162,0
632,포켓몬00632,노말,,1,218,49,168,131,0
633,포켓몬00633,전기,,9,93,54,13,158,0
634,포켓몬00634,전기,,1,112,66,172,5,0
635,포켓몬00635,불꽃,,7,110,176,106,108,0
636,포켓몬00636,에스퍼,불꽃,2,160,77,190,148,0
637,포켓몬00637,비행,,5,77,160,54,121,0
638,포켓몬00638,벌레,물,7,149,32,148,23,0
639,포켓몬00639,비행,,9,85,142,213,152,0
640,포켓몬00640,땅,,8,217,67,198,91,0
641,포켓몬00641,땅,,1,143,34,71,22,0
642,포켓몬00642,전기,,4,224,85,110,95,0
643,포켓몬00643,풀,,5,83,78,28,107,0
644,포켓몬00644,비행,물,8,100,95,60,151,0
645,포켓몬00645,전기,,4,80,66,228,72,0
646,포켓몬00646,전기,,6,59,32,35,25,0
647,포켓몬00647,땅,,9,30,128,100,163,0
648,포켓몬00648,벌레,,8,66,135,76,106,0
649,포켓몬00649,벌레,에스퍼,7,142,143,13,133,0
650,포켓몬00650,물,,2,198,137,122,85,0
651,포켓몬00651,풀,,7,168,30,88,97,0
652,포켓몬00652,노말,,4,88,125,161,92,0
653,포켓몬00653,땅,,7,199,100,98,107,0
654,포켓몬00654,물,,4,228,30,189,74,0
655,포켓몬00655,에스퍼,,7,70,42,209,43,0
656,포켓몬00656,풀,땅,3,248,166,137,141,0
657,포켓몬00657,땅,,9,239,150,17,106,0
658,포켓몬00658,물,노말,8,234,166,29,120,0
659,포켓몬00659,노말,,9,162,70,93,10,0
660,포켓몬00660,비행,,4,167,152,171,171,0
661,포켓몬00661,노말,,9,144,119,25,102,0
662,포켓몬00662,땅,,3,242,47,168,91,0
663,포켓몬00663,벌레,,2,40,46,92,63,0
664,포켓몬00664,노말,,7,89,118,204,97,0
665,포켓몬00665,에스퍼,,7,62,52,223,10,0
666,포켓몬00666,전기,,2,73,47,106,31,0
667,포켓몬00667,땅,,1,217,106,139,26,0
668,포켓몬00668,벌레,독,5,78,68,193,77,0
669,포켓몬00669,물,,1,28,174,96,88,0
670,포켓몬00670,땅,,9,89,145,118,39,0
671,포켓몬00671,에스퍼,벌레,8,181,167,229,149,0
672,포켓몬00672,에스퍼,,6,143,143,63,27,0
673,포켓몬00673,비행,,3,97,7,5,138,0
674,포켓몬00674,물,,8,156,7,181,130,0
675,포켓몬00675,땅,독,5,172,64,208,6,0
676,포켓몬00676,전기,,9,131,106,68,46,0
677,포켓몬00677,독,,4,87,25,113,165,0
678,포켓몬00678,벌레,,5,92,171,195,141,0
679,포켓몬00679,독,불꽃,3,54,79,33,168,0
680,포켓몬00680,땅,벌레,8,68,87,9,43,0
681,포켓몬00681,에스퍼,불꽃,5,88,37,188,117,0
682,포켓몬00682,전기,풀,8,75,92,112,84,0
683,포켓몬00683,땅,,8,198,13,89,25,0
684,포켓몬00684,물,독,2,159,125,51,54,0
685,포켓몬00685,노말,,1,51,187,68,103,0
686,포켓몬00686,땅,풀,4,137,29,138,175,0
687,포켓몬00687,땅,,5,102,45,166,15,0
688,포켓몬00688,에스퍼,,5,143,168,81,55,0
689,포켓몬00689,풀,,4,48,65,167,116,0
690,포켓몬00690,물,,2,121,67,7,15,0
691,포켓몬00691,땅,,3,115,27,68,45,0
692,포켓몬00692,벌레,,1,35,96,170,44,0
693,포켓몬00693,불꽃,전기,6,162,170,198,93,0
694,포켓몬00694,땅,,1,196,101,96,39,0
695,포켓몬00695,풀,,8,163,80,143,130,0
696,포켓몬00696,물,,6,207,124,75,158,0
697,포켓몬00697,에스퍼,,3,135,80,214,72,0
698,포켓몬00698,땅,에스퍼,7,207,52,9,163,0
699,포켓몬00699,벌레,불꽃,9,229,104,53,139,0
700,포켓몬00700,에스퍼,노말,6,124,169,87,33,0
701,포켓몬00701,불꽃,물,3,243,13,56,32,0
702,포켓몬00702,불꽃,독,8,154,164,184,156,0
703,포켓몬00703,비행,불꽃,1,255,58,172,130,0
704,포켓몬00704,불꽃,,1,112,147,195,111,0
705,포켓몬00705,풀,,5,155,15,192,23,0
706,포켓몬00706,불꽃,,9,44,30,190,64,0
707,포켓몬00707,전기,,3,162,147,111,32,0
708,포켓몬00708,벌레,,8,199,175,114,31,0
709,포켓몬00709,물,,9,106,173,45,141,0
710,포켓몬00710,땅,,6,160,88,221,100,0
711,포켓몬00711,독,,6,175,66,149,144,0
712,포켓몬00712,에스퍼,,5,112,120,119,106,1
713,포켓몬00713,풀,,1,152,39,82,6,0
714,포켓몬00714,전기,비행,1,217,181,215,75,0
715,포켓몬00715,에스퍼,,3,44,14,122,96,0
716,포켓몬00716,노말,,4,79,70,212,81,0
717,포켓몬00717,독,,4,207,24,190,88,0
718,포켓몬00718,물,,2,172,169,81,14,0
719,포켓몬00719,벌레,,1,255,90,94,116,0
720,포켓몬00720,불꽃,,4,211,172,222,159,0
721,포켓몬00721,독,에스퍼,1,101,143,149,43,0
722,포켓몬00722,전기,독,8,212,157,152,134,0
723,포켓몬00723,독,,3,53,91,26,126,0
724,포켓몬00724,풀,,5,41,107,133,116,0
725,포켓몬00725,물,,8,163,55,129,106,0
726,포켓몬00726,전기,,9,83,67,23,73,0
727,포켓몬00727,비행,,2,48,176,110,113,0
728,포켓몬00728,전기,,1,217,83,48,94,0
729,포켓몬00729,땅,,8,31,64,56,180,0
730,포켓몬00730,불꽃,풀,4,178,42,227,78,1
731,포켓몬00731,불꽃,,8,25,89,58,142,0
732,포켓몬00732,에스퍼,,5,160,128,164,41,0
733,포켓몬00733,풀,,9,31,70,48,20,0
734,포켓몬00734,벌레,땅,1,37,104,174,74,0
735,포켓몬00735,비행,,1,94,171,103,64,0
736,포켓몬00736,에스퍼,,2,251,85,129,157,0
737,포켓몬00737,물,땅,9,202,10,15,68,0
738,포켓몬00738,노말,,7,210,45,9,93,0
739,포켓몬00739,비행,,4,148,75,212,20,0
740,포켓몬00740,독,,1,162,76,62,43,0
741,포켓몬00741,독,,2,206,102,138,178,0
742,포켓몬00742,전기,,3,129,84,159,89,0
743,포켓몬00743,물,,9,195,56,225,40,0
744,포켓몬00744,에스퍼,,7,252,42,172,149,0
745,포켓몬00745,비행,에스퍼,2,67,86,219,42,0
746,포켓몬00746,비행,,7,125,82,118,168,0
747,포켓몬00747,노말,전기,2,53,52,11,161,0
748,포켓몬00748,벌레,,4,172,64,64,180,0
749,포켓몬00749,불꽃,,8,54,133,221,159,0
750,포켓몬00750,비행,독,8,141,40,46,54,0
751,포켓몬00751,독,,1,89,110,61,176,0
752,포켓몬00752,전기,땅,8,196,88,226,122,0
753,포켓몬00753,독,,1,175,102,189,85,0
754,포켓몬00754,벌레,,9,184,185,206,14,0
755,포켓몬00755,땅,,1,244,67,137,142,0
756,포켓몬00756,풀,,9,215,166,17,53,0
757,포켓몬00757,독,,5,138,47,113,80,0
758,포켓몬00758,풀,,3,138,170,120,28,0
759,포켓몬00759,불꽃,벌레,9,54,105,110,87,0
760,포켓몬00760,물,,4,245,121,28,69,0
761,포켓몬00761,물,,2,43,34,185,120,0
762,포켓몬00762,불꽃,,7,206,135,161,45,0
763,포켓몬00763,독,물,6,164,173,225,43,0
764,포켓몬00764,물,풀,7,98,84,191,119,0
765,포켓몬00765,물,,4,20,164,200,69,1
766,포켓몬00766,땅,,9,226,6,160,131,0
767,포켓몬00767,벌레,,8,124,118,25,158,0
768,포켓몬00768,전기,,5,178,165,147,58,0
769,포켓몬00769,물,비행,1,57,13,175,152,0
770,포켓몬00770,노말,,2,32,32,111,50,0
771,포켓몬00771,노말,,9,65,121,196,153,0
772,포켓몬00772,풀,노말,6,114,102,214,22,0
773,포켓몬00773,에스퍼,땅,3,51,182,225,75,0
774,포켓몬00774,독,,4,176,19,32,151,0
775,포켓몬00775,에스퍼,,8,205,181,159,78,0
776,포켓몬00776,비행,벌레,6,53,162,149,132,0
777,포켓몬00777,땅,,3,246,161,64,79,0
778,포켓몬00778,풀,땅,2,208,58,209,162,0
779,포켓몬00779,독,비행,9,226,168,59,7,0
780,포켓몬00780,노말,불꽃,5,96,134,145,87,0
781,포켓몬00781,불꽃,,6,121,190,150,162,0
782,포켓몬00782,물,비행,8,254,126,209,14,0
783,포켓몬00783,땅,,9,249,90,123,110,0
784,포켓몬00784,풀,,5,164,190,178,85,0
785,포켓몬00785,풀,비행,6,36,43,76,12,0
786,포켓몬00786,독,,3,166,160,104,52,0
787,포켓몬00787,노말,,6,201,13,74,110,0
788,포켓몬00788,전기,,5,75,139,82,49,0
789,포켓몬00789,풀,,2,133,134,11,128,0
790,포켓몬00790,물,땅,9,99,88,41,30,0
791,포켓몬00791,에스퍼,,3,72,190,14,122,0
792,포켓몬00792,에스퍼,노말,1,195,157,228,27,0
793,포켓몬00793,풀,노말,1,167,84,168,58,0
794,포켓몬00794,전기,에스퍼,6,217,117,176,35,0
795,포켓몬00795,물,풀,9,151,31,57,143,0
796,포켓몬00796,비행,노말,4,63,23,84,161,0
797,포켓몬00797,에스퍼,,3,27,125,177,17,0
798,포켓몬00798,풀,독,3,200,157,156,166,0
799,포켓몬00799,땅,,5,105,55,187,176,0
800,포켓몬00800,불꽃,,8,165,38,28,124,0
801,포켓몬00801,노말,,8,140,64,62,41,0
802,포켓몬00802,벌레,비행,7,66,184,175,89,0
803,포켓몬00803,비행,,1,36,126,33,94,0
804,포켓몬00804,물,비행,3,150,31,108,32,0
805,포켓몬00805,불꽃,,9,138,107,156,110,0
806,포켓몬00806,전기,,8,118,21,92,58,0
807,포켓몬00807,벌레,,7,165,92,144,65,0
808,포켓몬00808,불꽃,,8,49,156,157,123,0
809,포켓몬00809,불꽃,,3,98,108,22,158,0
810,포켓몬00810,벌레,,7,103,131,170,174,0
811,포켓몬00811,전기,,1,213,42,174,43,0
812,포켓몬00812,노말,,8,70,57,179,86,0
813,포켓몬00813,노말,,7,203,93,27,154,1
814,포켓몬00814,에스퍼,,3,238,80,20,99,0
815,포켓몬00815,풀,에스퍼,6,48,77,226,12,0
816,포켓몬00816,벌레,,6,202,102,108,102,0
817,포켓몬00817,전기,,8,55,53,147,103,0
818,포켓몬00818,비행,,3,93,176,37,39,1
819,포켓몬00819,풀,땅,7,54,26,40,169,0
820,포켓몬00820,땅,,7,179,51,121,135,0
821,포켓몬00821,땅,,4,67,113,159,6,0
822,포켓몬00822,전기,,5,125,144,152,98,0
823,포켓몬00823,풀,,6,48,153,128,25,0
824,포켓몬00824,에스퍼,,5,139,137,25,138,0
825,포켓몬00825,불꽃,,9,224,153,84,161,0
826,포켓몬00826,비행,,1,140,121,136,125,0
827,포켓몬00827,비행,,5,94,47,14,157,0
828,포켓몬00828,벌레,땅,3,166,18,173,79,0
829,포켓몬00829,벌레,땅,2,52,134,24,76,0
830,포켓몬00830,벌레,노말,1,209,33,159,49,0
831,포켓몬00831,물,,6,226,49,71,65,0
832,포켓몬00832,에스퍼,,6,41,42,157,44,0
833,포켓몬00833,독,,4,189,117,190,168,0
834,포켓몬00834,벌레,,6,33,169,72,34,0
835,포켓몬00835,땅,,5,141,141,64,102,0
836,포켓몬00836,독,,3,155,116,8,78,0
837,포켓몬00837,땅,,6,155,179,15,29,0
838,포켓몬00838,비행,,7,176,171,224,74,0
839,포켓몬00839,노말,,5,187,154,105,123,0
840,포켓몬00840,전기,,4,153,91,178,51,0
841,포켓몬00841,풀,,2,23,110,30,139,0
842,포켓몬00842,땅,,5,84,54,13,11,0
843,포켓몬00843,풀,,4,173,168,36,35,0
844,포켓몬00844,벌레,,3,249,33,183,52,0
845,포켓몬00845,땅,,2,183,121,75,114,0
846,포켓몬00846,비행,불꽃,5,218,20,102,104,0
847,포켓몬00847,풀,노말,3,132,22,130,56,0
848,포켓몬00848,물,,2,56,143,201,115,0
849,포켓몬00849,불꽃,,5,46,13,23,23,0
850,포켓몬00850,노말,,1,249,132,43,172,0
851,포켓몬00851,풀,,5,58,184,89,105,0
852,포켓몬00852,에스퍼,,8,142,116,108,22,0
853,포켓몬00853,풀,,8,51,150,142,96,0
854,포켓몬00854,노말,,2,113,141,223,92,0
855,포켓몬00855,땅,,5,185,56,50,146,0
856,포켓몬00856,독,,5,198,104,32,166,0
857,포켓몬00857,땅,,4,55,14,54,11,0
858,포켓몬00858,벌레,독,2,222,143,169,83,0
859,포켓몬00859,땅,,1,29,91,19,91,0
860,포켓몬00860,풀,,4,226,172,175,138,0
861,포켓몬00861,에스퍼,벌레,4,38,14,193,41,0
862,포켓몬00862,풀,,1,82,184,171,38,1
863,포켓몬00863,풀,,2,136,161,48,156,0
864,포켓몬00864,불꽃,벌레,4,36,56,114,91,0
865,포켓몬00865,독,,9,55,87,219,59,0
866,포켓몬00866,벌레,불꽃,2,90,41,198,111,0
867,포켓몬00867,비행,,8,82,153,15,39,0
868,포켓몬00868,벌레,,3,24,129,25,6,1
869,포켓몬00869,불꽃,,5,126,182,211,126,0
870,포켓몬00870,전기,노말,9,135,110,66,49,0
871,포켓몬00871,풀,,8,176,27,165,82,0
872,포켓몬00872,풀,,4,50,140,29,163,0
873,포켓몬00873,에스퍼,,8,217,165,173,58,0
874,포켓몬00874,전기,물,8,147,50,45,176,0
875,포켓몬00875,풀,,5,73,116,69,90,0
876,포켓몬00876,땅,풀,9,65,45,206,12,0
877,포켓몬00877,불꽃,전기,8,171,153,88,112,0
878,포켓몬00878,비행,불꽃,6,78,30,65,110,0
879,포켓몬00879,독,,2,140,154,129,18,0
880,포켓몬00880,물,벌레,8,65,104,100,39,0
881,포켓몬00881,전기,,5,71,90,37,13,0
882,포켓몬00882,풀,불꽃,8,137,112,48,92,0
883,포켓몬00883,노말,,3,167,146,223,63,0
884,포켓몬00884,에스퍼,,4,171,126,219,123,0
885,포켓몬00885,독,,4,83,88,116,153,0
886,포켓몬00886,벌레,,1,126,16,15,125,0
887,포켓몬00887,에스퍼,,7,142,183,215,30,0
888,포켓몬00888,전기,풀,7,75,38,96,80,0
889,포켓몬00889,불꽃,노말,3,200,122,224,151,0
890,포켓몬00890,풀,,8,217,40,228,108,0
891,포켓몬00891,비행,,1,240,165,23,103,0
892,포켓몬00892,비행,,5,129,74,183,161,0
893,포켓몬00893,전기,,2,178,90,193,19,0
894,포켓몬00894,비행,,2,118,98,124,163,0
895,포켓몬00895,비행,에스퍼,2,163,186,203,57,0
896,포켓몬00896,비행,불꽃,8,208,153,228,58,0
897,포켓몬00897,전기,,5,148,179,113,75,0
898,포켓몬00898,비행,,8,148,139,217,36,0
899,포켓몬00899,에스퍼,,9,250,79,120,163,0
900,포켓몬00900,불꽃,땅,2,40,105,50,78,0
901,포켓몬00901,불꽃,노말,2,198,42,132,43,0
902,포켓몬00902,에스퍼,,1,95,111,179,143,0
903,포켓몬00903,땅,,8,208,170,10,79,0
904,포켓몬00904,풀,,4,233,138,170,90,0
905,포켓몬00905,비행,,6,144,156,175,140,0
906,포켓몬00906,땅,,3,249,83,48,71,0
907,포켓몬00907,비행,,1,57,95,77,121,0
908,포켓몬00908,벌레,,9,93,51,49,175,0
909,포켓몬00909,물,풀,6,167,37,117,71,0
910,포켓몬00910,전기,,1,190,86,93,42,0
911,포켓몬00911,에스퍼,,9,97,36,11,108,0
912,포켓몬00912,물,,6,59,6,194,144,0
913,포켓몬00913,비행,,5,141,79,198,151,0
914,포켓몬00914,벌레,,8,106,181,33,127,0
915,포켓몬00915,물,,2,98,11,107,163,0
916,포켓몬00916,땅,,6,34,160,169,54,0
917,포켓몬00917,전기,,5,70,10,26,142,0
918,포켓몬00918,불꽃,,7,69,130,86,159,0
919,포켓몬00919,풀,,6,121,42,188,114,0
920,포켓몬00920,비행,,6,98,119,228,148,0
921,포켓몬00921,땅,,7,225,118,78,46,0
922,포켓몬00922,독,,7,55,155,158,27,0
923,포켓몬00923,노말,,9,105,21,156,101,0
924,포켓몬00924,독,,5,126,49,147,123,0
925,포켓몬00925,물,독,5,161,130,15,82,0
926,포켓몬00926,노말,,8,77,11,207,5,0
927,포켓몬00927,노말,,8,51,172,175,78,0
928,포켓몬00928,땅,,4,27,35,200,75,0
929,포켓몬00929,불꽃,,6,168,128,149,116,0
930,포켓몬00930,땅,,2,115,136,192,152,1
931,포켓몬00931,노말,풀,3,101,123,229,39,0
932,포켓몬00932,풀,독,6,32,79,79,140,0
933,포켓몬00933,불꽃,,3,215,29,158,47,0
934,포켓몬00934,비행,,5,89,180,183,97,0
935,포켓몬00935,벌레,,3,23,40,137,77,0
936,포켓몬00936,땅,,3,46,60,44,133,0
937,포켓몬00937,전기,,9,177,181,217,139,0
938,포켓몬00938,에스퍼,,2,126,122,24,34,0
939,포켓몬00939,풀,,5,196,97,40,118,0
940,포켓몬00940,벌레,,6,64,186,82,12,0
941,포켓몬00941,불꽃,물,4,98,37,58,38,0
942,포켓몬00942,독,,2,39,9,203,128,0
943,포켓몬00943,풀,,9,171,20,125,35,0
944,포켓몬00944,풀,,2,220,36,159,57,0
945,포켓몬00945,전기,비행,1,43,42,221,76,0
946,포켓몬00946,비행,,9,219,161,66,134,0
947,포켓몬00947,불꽃,,1,155,60,188,54,0
948,포켓몬00948,물,,9,21,190,30,59,0
949,포켓몬00949,땅,,3,132,177,32,51,0
950,포켓몬00950,독,,9,78,109,33,85,0
951,포켓몬00951,불꽃,,8,215,97,185,78,0
952,포켓몬00952,풀,땅,2,118,77,121,158,0
953,포켓몬00953,땅,독,5,238,114,53,22,0
954,포켓몬00954,땅,,6,65,8,177,130,0
955,포켓몬00955,독,,2,50,41,106,107,0
956,포켓몬00956,불꽃,,3,36,98,55,91,0
957,포켓몬00957,독,,8,91,187,201,153,0
958,포켓몬00958,독,,7,144,135,76,42,0
959,포켓몬00959,불꽃,땅,8,79,165,39,12,0
960,포켓몬00960,풀,,8,193,11,50,102,0
961,포켓몬00961,비행,벌레,2,214,24,174,138,0
962,포켓몬00962,땅,,8,149,71,143,92,0
963,포켓몬00963,에스퍼,,1,130,35,103,120,0
964,포켓몬00964,독,,1,28,50,147,173,0
965,포켓몬00965,노말,,3,145,115,39,84,0
966,포켓몬00966,땅,,8,188,146,180,143,0
967,포켓몬00967,땅,,3,149,19,105,72,0
968,포켓몬00968,독,,6,216,77,87,20,0
969,포켓몬00969,풀,비행,6,227,154,11,165,0
970,포켓몬00970,불꽃,,6,125,94,19,174,0
971,포켓몬00971,전기,,2,253,181,21,83,0
972,포켓몬00972,물,비행,1,137,173,226,113,0
973,포켓몬00973,독,땅,1,101,101,151,104,0
974,포켓몬00974,불꽃,,2,196,177,57,91,0
975,포켓몬00975,비행,노말,6,131,56,132,167,0
976,포켓몬00976,불꽃,,9,74,78,72,17,0
977,포켓몬00977,벌레,,4,179,28,188,153,0
978,포켓몬00978,비행,벌레,9,141,114,58,93,0
979,포켓몬00979,노말,,5,130,174,143,85,0
980,포켓몬00980,독,에스퍼,8,191,145,51,9,0
981,포켓몬00981,에스퍼,,8,74,174,215,124,0
982,포켓몬00982,에스퍼,,7,164,165,20,138,0
983,포켓몬00983,땅,물,5,236,116,110,86,0
984,포켓몬00984,불꽃,,7,88,78,170,46,0
985,포켓몬00985,벌레,전기,2,58,54,12,67,0
986,포켓몬00986,노말,,9,131,113,170,14,0
987,포켓몬00987,노말,,5,188,145,50,169,0
988,포켓몬00988,땅,,1,240,26,85,159,0
989,포켓몬00989,불꽃,,7,249,98,176,173,0
990,포켓몬00990,독,,3,80,33,151,133,0
991,포켓몬00991,에스퍼,,9,84,132,28,65,0
992,포켓몬00992,비행,,7,226,65,113,60,0
993,포켓몬00993,물,노말,8,124,70,225,155,0
994,포켓몬00994,에스퍼,,2,101,144,113,126,0
995,포켓몬00995,노말,,3,112,126,188,99,0
996,포켓몬00996,풀,,1,235,174,209,18,0
997,포켓몬00997,전기,독,5,183,184,97,180,0
998,포켓몬00998,전기,,7,22,105,70,82,0
999,포켓몬00999,전기,물,8,181,86,230,169,0
1000,포켓몬01000,풀,불꽃,8,140,110,220,90,0
