date,region,product,amount,qty,memo
2026-06-25,경기,상품_11,2674931,29,배송주의
2026-01-20,경기,상품_11,252461,74,
2025-10-30,강원,상품_17,2839118,50,재구매
2025-10-28,인천,상품_03,1189555,55,배송주의
2026-09-08,서울,상품_06,2922721,56,
2026-01-07,인천,상품_19,1173398,62,
2025-11-29,충청,상품_14,1240997,92,
2026-07-11,서울,상품_12,2518390,59,할인적용
2026-08-17,경기,상품_19,1550257,62,
2026-05-27,경상,상품_13,1748363,45,신규고객
2025-10-19,경상,상품_03,4894668,61,
2026-09-14,제주,상품_19,4370713,68,정상
2026-08-23,제주,상품_07,4798143,7,신규고객
2025-09-28,강원,상품_14,2737849,78,대량주문
2026-01-19,인천,상품_02,817962,62,
2026-09-11,서울,상품_10,1446924,21,재구매
2026-08-22,전라,상품_17,2259414,54,정상
2026-03-02,인천,상품_08,4416163,60,정상
2025-12-24,경기,상품_05,1326827,46,
2025-10-29,서울,상품_10,2765486,29,
2026-08-03,제주,상품_11,792898,66,
2025-10-24,인천,상품_10,4301271,45,
2025-09-24,경상,상품_04,3921997,58,정상
2025-11-21,강원,상품_10,1099317,52,
2026-02-26,강원,상품_01,3978155,63,
2026-01-01,경기,상품_12,1599765,59,대량주문
2026-03-21,서울,상품_13,2277783,84,재구매
2026-03-26,경기,상품_12,122328,38,신규고객
2026-08-17,서울,상품_01,1322793,32,정상
2025-10-31,경기,상품_14,4974356,30,재구매
2026-04-08,경기,상품_05,3126713,65,신규고객
2025-10-06,제주,상품_12,1051028,29,
2026-08-06,전라,상품_04,4018332,89,정상
2026-03-05,경상,상품_11,1842936,53,정상
2025-12-07,서울,상품_01,1619703,7,재구매
2026-07-26,충청,상품_03,4544695,70,배송주의
2026-05-04,전라,상품_17,2571794,2,배송주의
2026-03-14,서울,상품_18,1472238,75,할인적용
2026-04-17,인천,상품_07,978646,93,신규고객
2026-06-15,서울,상품_19,4425789,49,대량주문
2025-11-21,강원,상품_12,4758750,56,배송주의
2026-09-04,강원,상품_04,4224669,47,대량주문
2026-04-09,경기,상품_15,340703,48,
2026-03-07,충청,상품_07,4462511,52,정상
2026-05-07,전라,상품_06,1584158,22,신규고객
2026-02-02,서울,상품_12,4888070,79,
2026-07-13,인천,상품_17,4173074,96,대량주문
2026-06-13,경기,상품_16,4355493,56,신규고객
2026-05-17,충청,상품_09,2771539,5,정상
2026-03-02,인천,상품_14,808552,40,대량주문
2025-11-05,경상,상품_17,140539,100,
2025-11-27,전라,상품_05,4943231,33,대량주문
2025-11-30,경기,상품_03,1144908,88,
2025-12-19,경상,상품_18,2671193,46,신규고객
2026-08-08,경상,상품_20,1404663,23,재구매
2025-12-13,강원,상품_12,2886206,76,신규고객
2026-03-06,인천,상품_03,2266220,42,
2026-09-07,강원,상품_18,148745,84,신규고객
2025-10-08,강원,상품_13,4035972,19,신규고객
2026-01-28,충청,상품_02,1160105,17,재구매
2025-11-11,제주,상품_06,3375395,47,정상
2025-09-26,강원,상품_13,3578954,68,
2026-06-21,충청,상품_06,1078279,36,할인적용
2025-12-13,제주,상품_12,872275,21,할인적용
2026-03-28,경상,상품_20,4159506,34,
2025-10-28,제주,상품_02,1150607,93,
2026-07-02,전라,상품_04,883582,49,
2026-02-22,전라,상품_11,4489314,48,
2026-07-12,충청,상품_14,4523534,9,
2026-01-03,인천,상품_12,2547624,6,할인적용
2026-05-04,서울,상품_05,3791142,30,할인적용
2025-09-27,강원,상품_15,1666773,51,
2026-08-02,서울,상품_08,1414530,11,
2026-07-09,전라,상품_06,4326625,5,배송주의
2026-04-03,경기,상품_16,4885932,85,정상
2026-08-27,인천,상품_09,3086042,17,
2026-05-28,강원,상품_01,2068110,76,재구매
2026-05-29,서울,상품_17,2556014,80,재구매
2026-05-17,전라,상품_11,2677581,15,배송주의
2026-08-06,서울,상품_04,3515563,75,
2025-10-20,경상,상품_19,3096226,26,
2026-06-23,전라,상품_19,256802,89,재구매
2025-10-08,경상,상품_01,3743279,70,
2025-10-20,제주,상품_10,3324158,10,할인적용
2026-04-11,경기,상품_02,4386181,84,신규고객
2026-01-16,경상,상품_17,1442285,74,배송주의
2026-03-29,강원,상품_15,2748092,37,
2026-03-16,강원,상품_02,632279,50,
2026-05-09,경상,상품_20,3296073,47,재구매
2025-11-11,경상,상품_03,3270933,86,재구매
2026-05-07,인천,상품_14,771436,9,정상
2026-06-10,충청,상품_07,257244,60,할인적용
2025-11-12,제주,상품_03,4934753,48,재구매
2025-12-03,경상,상품_03,223996,36,대량주문
2026-03-06,전라,상품_04,3870690,5,
2026-05-10,경기,상품_15,4812096,88,배송주의
2026-08-29,경상,상품_13,495902,23,정상
2026-04-23,강원,상품_04,3962593,4,
2026-05-13,충청,상품_01,3668412,61,
2026-07-02,경상,상품_06,2902817,49,배송주의
2025-10-15,경상,상품_17,2210918,38,정상
2025-11-01,제주,상품_13,2678955,24,
2026-08-03,제주,상품_14,4231353,28,
2025-10-06,경상,상품_06,581140,31,
2026-08-16,충청,상품_08,1135168,54,
2025-11-05,인천,상품_08,2809898,2,
2026-04-19,경상,상품_04,4311735,54,대량주문
2026-01-12,경기,상품_13,4102169,27,
2026-02-28,충청,상품_09,3201890,14,
2026-07-11,충청,상품_06,4765343,34,신규고객
2026-07-08,강원,상품_19,2753009,33,
2025-10-10,전라,상품_10,747977,74,
2026-09-14,전라,상품_19,1316708,70,정상
2025-11-30,서울,상품_12,4496022,81,
2026-04-29,충청,상품_16,2485310,58,정상
2026-06-15,경기,상품_09,4996423,74,재구매
2025-11-23,강원,상품_05,2178582,16,정상
2026-07-18,전라,상품_01,3866382,7,할인적용
2026-05-06,강원,상품_05,3382675,87,
2026-04-26,강원,상품_12,1849384,54,
2026-07-31,전라,상품_01,1198088,18,
2025-11-17,충청,상품_20,4463951,75,
2025-11-19,제주,상품_09,160782,64,신규고객
2026-07-05,인천,상품_16,2646805,77,재구매
2026-02-02,서울,상품_18,1513130,64,
2026-01-08,제주,상품_02,2635866,71,배송주의
2026-06-23,충청,상품_06,2264766,78,정상
2026-01-19,충청,상품_06,3681480,13,정상
2026-09-13,제주,상품_01,3058391,77,
2026-03-02,강원,상품_12,4250144,53,
2026-05-19,서울,상품_07,980904,16,할인적용
2026-08-14,강원,상품_19,2561153,75,재구매
2026-06-13,강원,상품_03,4495714,4,
2026-07-13,충청,상품_05,882323,81,
2025-12-18,인천,상품_02,2469785,14,
2026-06-06,전라,상품_05,1358106,83,
2026-03-17,인천,상품_09,1738443,17,정상
2025-11-29,강원,상품_06,2878650,19,신규고객
2025-10-07,전라,상품_07,85937,44,신규고객
2026-07-08,서울,상품_19,1480729,61,할인적용
2026-07-03,강원,상품_09,3008935,29,
2026-02-25,강원,상품_18,2991683,53,배송주의
2025-11-10,제주,상품_01,1211803,41,정상
2025-10-01,전라,상품_12,2304881,9,
2026-07-06,경상,상품_08,4575401,3,
2026-05-06,인천,상품_12,1052764,30,
2025-10-03,충청,상품_17,4069159,60,할인적용
2025-09-18,강원,상품_13,782935,24,대량주문
2026-05-10,경상,상품_07,3558879,10,신규고객
2026-06-26,경상,상품_15,1696464,52,배송주의
2026-01-27,경기,상품_02,2991837,84,신규고객
2026-07-26,제주,상품_09,753999,47,
2026-07-02,제주,상품_09,4534566,16,신규고객
2025-09-20,경기,상품_06,3338611,26,재구매
2025-10-14,제주,상품_14,3811930,8,할인적용
2025-10-05,경기,상품_09,1256502,27,
2026-01-19,전라,상품_14,4362892,8,재구매
2026-08-07,전라,상품_06,2680651,57,
2025-11-25,인천,상품_12,1120881,37,재구매
2026-01-27,전라,상품_08,3813190,86,할인적용
2025-12-22,제주,상품_06,3846458,95,
2026-03-14,인천,상품_12,628329,97,
2026-02-12,제주,상품_06,4289636,34,할인적용
2026-03-17,충청,상품_07,3197469,55,정상
2026-07-18,경상,상품_17,202131,58,대량주문
2026-07-09,제주,상품_06,4919989,71,
2026-03-08,인천,상품_05,959749,31,
2026-08-12,경기,상품_19,3783533,48,배송주의
2025-11-25,인천,상품_03,2481184,86,
2025-09-28,인천,상품_13,924028,95,
2026-06-24,경기,상품_20,892662,96,신규고객
2026-03-31,충청,상품_09,2783377,54,배송주의
2026-08-03,경상,상품_15,1570453,63,
2026-01-28,강원,상품_17,2003057,66,정상
2026-02-16,제주,상품_15,3590487,86,
2026-05-05,충청,상품_06,4742218,57,신규고객
2026-01-12,서울,상품_05,4111115,53,신규고객
2026-07-16,서울,상품_18,4867302,70,
2025-11-17,강원,상품_16,280928,14,할인적용
2026-03-26,인천,상품_15,2179607,31,할인적용
2026-08-07,서울,상품_20,4603463,59,
2026-03-29,전라,상품_07,2661210,27,
2026-07-16,서울,상품_20,2102066,8,신규고객
2026-04-19,전라,상품_13,1128065,42,
2025-09-17,서울,상품_09,4113042,98,할인적용
2026-08-15,경상,상품_16,3592320,25,대량주문
2025-11-14,충청,상품_08,4423596,65,
2025-10-02,인천,상품_17,4985089,99,
2026-03-12,경상,상품_03,473331,6,정상
2025-12-22,제주,상품_03,3393295,35,
2026-08-11,서울,상품_03,3555275,14,배송주의
2026-05-24,경기,상품_04,3508496,46,할인적용
2026-05-26,경상,상품_18,3052164,20,대량주문
2026-08-07,강원,상품_20,2939006,34,배송주의
2026-05-03,서울,상품_15,3899414,80,
2026-05-03,강원,상품_16,4025489,70,대량주문
2026-08-08,전라,상품_18,2670575,21,대량주문
2026-06-29,서울,상품_06,3314140,2,대량주문
2026-03-11,충청,상품_04,4133597,97,신규고객
2026-06-01,제주,상품_09,3118011,92,
2025-11-20,경상,상품_07,4395820,55,배송주의
2026-07-08,인천,상품_06,1895469,82,할인적용
2025-12-11,서울,상품_07,4443564,98,대량주문
2025-11-29,서울,상품_05,3403901,47,신규고객
2025-09-30,경기,상품_10,1620857,22,
2025-11-18,강원,상품_12,3331618,84,정상
2026-08-22,경기,상품_14,3447675,28,
2026-04-18,충청,상품_18,557376,62,
2026-03-02,경기,상품_12,2718994,14,정상
2025-12-20,전라,상품_05,1214911,34,신규고객
2025-10-19,경기,상품_19,4617024,40,재구매
2026-05-28,서울,상품_09,1353999,5,
2026-04-12,경기,상품_19,468794,83,배송주의
2025-10-10,충청,상품_01,890745,47,배송주의
2025-11-18,충청,상품_06,4566866,77,
2026-07-04,경기,상품_07,681110,86,
2026-08-22,인천,상품_02,1346293,79,배송주의
2026-07-11,서울,상품_17,4951588,3,정상
2026-04-10,전라,상품_16,2303423,28,배송주의
2025-10-22,제주,상품_07,4500180,90,정상
2025-10-15,전라,상품_15,4729413,66,
2026-05-12,전라,상품_07,4035757,19,정상
2026-03-24,전라,상품_20,1856135,35,
2026-03-02,경기,상품_19,272561,11,
2026-04-18,충청,상품_15,4568994,51,대량주문
2026-03-18,경기,상품_12,4082540,82,
2025-12-05,전라,상품_02,3490437,1,할인적용
2025-11-16,서울,상품_02,125493,66,대량주문
2026-04-21,제주,상품_02,3361675,27,정상
2025-12-01,서울,상품_16,4358779,47,
2026-05-27,충청,상품_13,2958042,60,재구매
2026-03-28,제주,상품_09,1277254,60,배송주의
2026-03-18,인천,상품_03,4069836,92,정상
2026-08-23,강원,상품_16,4910796,11,
2026-09-07,제주,상품_06,1201859,84,
2026-05-18,제주,상품_04,255342,91,대량주문
2026-02-24,경상,상품_03,606103,62,정상
2026-08-13,충청,상품_02,1565286,54,
2026-07-24,충청,상품_01,116956,51,
2026-01-31,경상,상품_20,2676490,5,
2026-03-02,경기,상품_07,819909,81,
2026-08-06,전라,상품_05,3620237,54,대량주문
2025-11-20,서울,상품_04,4108500,19,
2026-02-13,인천,상품_01,138819,89,
2025-10-26,충청,상품_14,3996645,54,
2025-12-19,강원,상품_20,1929311,99,배송주의
2025-10-24,인천,상품_14,197021,45,정상
2026-02-11,충청,상품_06,1977123,29,정상
2026-05-30,경상,상품_15,4694916,68,배송주의
2026-01-19,충청,상품_18,1232283,54,배송주의
2026-08-30,제주,상품_18,4302024,75,신규고객
2026-05-10,경기,상품_06,4374164,98,
2026-03-14,경기,상품_02,4529559,100,배송주의
2025-10-10,서울,상품_08,1225176,6,
2025-10-08,경상,상품_12,3162789,8,재구매
2026-02-14,경기,상품_19,4464850,8,할인적용
2026-03-05,경기,상품_13,3484701,52,할인적용
2025-11-17,제주,상품_16,464172,82,
2026-03-02,경상,상품_03,2701171,74,재구매
2026-03-29,제주,상품_18,988285,31,할인적용
2026-05-06,강원,상품_03,2930395,90,신규고객
2026-09-05,서울,상품_14,4347185,85,대량주문
2026-02-25,충청,상품_02,2911544,99,
2026-02-13,경상,상품_04,184131,74,
2026-05-21,강원,상품_20,387675,12,
2026-04-26,경기,상품_09,302703,97,할인적용
2026-04-29,충청,상품_04,4730972,39,신규고객
2026-07-19,충청,상품_15,70035,58,
2026-01-15,경상,상품_05,1341545,20,
2026-05-19,전라,상품_04,3446639,59,할인적용
2026-07-22,전라,상품_08,3728099,72,재구매
2026-09-14,서울,상품_01,301033,61,
2025-11-22,서울,상품_04,4349263,70,대량주문
2026-01-30,인천,상품_17,4250112,23,재구매
2025-10-07,충청,상품_17,4345676,12,
2026-08-23,충청,상품_14,3317499,2,정상
2025-11-13,제주,상품_18,4292524,94,할인적용
2026-05-18,인천,상품_03,655541,40,
2026-06-07,서울,상품_09,529814,44,할인적용
2026-06-27,충청,상품_19,3595862,4,
2026-02-07,강원,상품_01,2114959,65,할인적용
2026-08-27,제주,상품_10,2431375,89,정상
2026-02-19,전라,상품_16,4118985,68,할인적용
2026-04-17,인천,상품_04,2628597,37,신규고객
2026-01-28,제주,상품_04,2996549,69,
2026-03-20,충청,상품_07,1651828,12,
2026-04-09,충청,상품_19,1985845,100,
2026-07-17,전라,상품_13,4453622,60,
2026-05-17,충청,상품_15,2332385,3,정상
2026-05-15,제주,상품_17,3164785,65,정상
2026-01-01,전라,상품_16,3602684,81,
2025-12-05,인천,상품_12,2808045,42,신규고객
2025-10-08,강원,상품_05,328924,79,
2025-10-28,제주,상품_09,3021440,43,신규고객
2026-05-03,전라,상품_09,2965753,96,
2025-10-09,경기,상품_02,4110207,70,신규고객
2025-10-15,인천,상품_05,3631849,77,
2025-11-22,제주,상품_18,2743733,26,
2026-06-22,전라,상품_16,4117191,59,
2026-07-26,제주,상품_08,1079618,77,
2025-10-12,인천,상품_09,760099,25,할인적용
2025-10-06,인천,상품_09,796915,2,대량주문
2026-02-20,전라,상품_13,717104,61,
2025-09-24,강원,상품_06,762348,74,정상
2026-07-31,제주,상품_09,4718612,93,신규고객
2026-08-12,경상,상품_20,3016518,13,신규고객
2026-07-09,전라,상품_10,4037214,69,신규고객
2026-07-01,인천,상품_08,1000239,80,정상
2026-06-12,인천,상품_09,4533643,86,
2026-04-09,충청,상품_08,3083696,56,정상
2026-06-29,서울,상품_13,2793400,26,할인적용
2026-06-05,전라,상품_06,901175,1,
2026-09-14,전라,상품_07,1724530,47,정상
2025-11-13,전라,상품_08,2323285,61,신규고객
2026-07-29,서울,상품_01,4142266,43,신규고객
2026-03-25,제주,상품_13,801227,60,대량주문
2026-09-08,경기,상품_06,1703693,55,배송주의
2026-07-31,제주,상품_07,1922549,74,
2026-04-30,인천,상품_01,4668803,7,정상
2026-06-23,인천,상품_18,2839628,14,대량주문
2026-04-05,경상,상품_17,2172296,1,할인적용
2025-09-25,강원,상품_06,4332104,24,대량주문
2025-10-27,강원,상품_16,4137876,93,배송주의
2025-12-02,전라,상품_09,877174,78,대량주문
2026-06-07,서울,상품_18,2834301,46,대량주문
2026-06-15,충청,상품_17,2610966,55,할인적용
2026-02-26,서울,상품_02,4006575,49,
2025-10-30,서울,상품_10,549984,29,
2026-08-24,강원,상품_18,2719157,56,할인적용
2026-05-11,경기,상품_07,1316436,79,재구매
2026-08-17,전라,상품_04,1503991,16,신규고객
2026-05-06,전라,상품_01,823230,82,배송주의
2025-11-29,충청,상품_13,3517608,70,정상
2025-09-24,서울,상품_15,3202939,71,
2025-12-01,충청,상품_02,4239372,29,신규고객
2026-06-21,강원,상품_14,4359611,12,
2026-01-26,충청,상품_02,2314875,32,대량주문
2026-08-04,전라,상품_07,3616341,80,
2026-04-12,경기,상품_19,2386626,69,할인적용
2026-06-24,인천,상품_16,1476269,71,
2025-10-11,전라,상품_16,4442947,83,정상
2026-01-13,인천,상품_12,1953052,33,
2026-05-15,서울,상품_15,4681524,10,신규고객
2026-04-06,전라,상품_08,661186,85,정상
2025-12-03,경기,상품_18,954348,7,대량주문
2026-04-17,경기,상품_18,260381,28,대량주문
2026-06-03,강원,상품_07,2835726,10,신규고객
2026-02-05,서울,상품_04,4176787,85,재구매
2026-08-25,충청,상품_20,4443189,30,
2025-11-03,서울,상품_01,1718051,86,
2025-11-06,제주,상품_12,3537225,86,신규고객
2026-08-25,충청,상품_18,3551577,12,
2025-12-24,경기,상품_09,1978052,42,대량주문
2026-04-01,강원,상품_18,4861117,85,대량주문
2025-10-30,강원,상품_05,695387,5,
2025-10-09,제주,상품_17,1750793,96,배송주의
2026-02-02,서울,상품_14,3143945,25,재구매
2025-10-17,제주,상품_04,3853464,92,대량주문
2026-03-17,전라,상품_20,583464,68,대량주문
2026-06-29,강원,상품_07,4371997,67,재구매
2025-09-20,전라,상품_06,3744665,31,신규고객
2026-04-03,전라,상품_13,3850506,4,배송주의
2026-02-05,전라,상품_06,4367205,84,신규고객
2026-07-06,인천,상품_12,1168114,77,할인적용
2026-06-24,전라,상품_14,1660363,87,할인적용
2026-06-18,충청,상품_04,4189251,25,
2026-08-13,경기,상품_09,3324326,71,
2026-06-14,제주,상품_03,1937290,27,
2026-04-27,경상,상품_19,1557851,55,
2026-03-18,제주,상품_01,594424,40,정상
2026-06-04,강원,상품_19,2523969,14,
2026-07-12,충청,상품_15,820913,86,재구매
2026-01-17,전라,상품_17,3145161,25,정상
2026-03-04,제주,상품_03,4897077,44,
2026-02-19,충청,상품_17,4916367,40,재구매
2026-09-05,강원,상품_06,2701140,6,할인적용
2026-05-13,경상,상품_01,743922,91,할인적용
2026-05-17,경상,상품_04,4817791,79,정상
2026-06-15,제주,상품_15,2410121,87,할인적용
2026-08-30,서울,상품_01,3320486,26,
2026-03-05,경상,상품_03,4024323,10,
2025-09-26,전라,상품_04,1379422,40,
2025-12-18,인천,상품_07,3793989,41,할인적용
2026-09-05,인천,상품_19,4126078,92,
2025-11-06,인천,상품_07,3129342,41,할인적용
2026-05-19,강원,상품_18,3258441,72,신규고객
2026-08-23,서울,상품_11,2168101,71,
2026-05-03,제주,상품_13,3889632,67,정상
2026-03-21,인천,상품_18,214847,51,
2026-07-05,서울,상품_04,3694668,80,배송주의
2026-02-09,충청,상품_20,558051,11,
2026-09-06,인천,상품_18,4814545,62,
2026-07-18,서울,상품_11,2919875,61,
2026-05-20,서울,상품_10,2036231,32,배송주의
2026-06-25,서울,상품_06,4233386,23,
2025-10-19,서울,상품_03,1084211,33,할인적용
2026-05-01,경기,상품_15,845288,30,
2026-05-03,서울,상품_06,2114223,7,
2025-12-09,강원,상품_18,55810,22,신규고객
2026-01-13,강원,상품_16,2613382,11,신규고객
2026-09-12,인천,상품_05,2413948,85,
2026-03-10,서울,상품_20,2649019,92,대량주문
2026-05-11,서울,상품_06,2958507,5,
2026-03-15,경기,상품_10,643547,35,
2026-01-13,전라,상품_13,3818813,65,배송주의
2025-11-10,전라,상품_08,719515,73,배송주의
2025-12-23,서울,상품_04,1205694,50,대량주문
2026-06-21,제주,상품_14,1045316,90,
2026-03-18,서울,상품_02,2754969,8,대량주문
2026-02-04,경상,상품_11,3907651,59,
2026-01-06,제주,상품_15,2733456,55,
2026-03-09,전라,상품_14,4995146,24,할인적용
2025-12-11,인천,상품_17,3743506,83,정상
2026-08-07,제주,상품_11,388487,82,
